Brand,Model,"Part Name",Year,"Option 1"
Acura,TL,Front-Clip,2001,"(3.2 Liter)"
Acura,TL,Front-Clip,2000,"(3.2 Liter)"
Acura,TL,Front-Clip,1999,"(3.2 Liter)"
Acura,TL,Front-Clip,1998,"2.5 Liter (5 cylinder)"
Acura,TL,Front-Clip,1998,"3.2 Liter (6 cylinder)"
Acura,TL,Front-Clip,1997,"2.5 Liter (5 cylinder)"
Acura,TL,Front-Clip,1997,"3.2 Liter (6 cylinder)"
Acura,TL,Front-Clip,1996,"2.5 Liter (5 cylinder)"
Acura,TL,Front-Clip,1996,"3.2 Liter (6 cylinder)"
Acura,TL,Front-Clip,1995,"(2.5 Liter, 5 cylinder)"
Acura,TL,Fsrnt-Door-Asm,2014,(electric)
Acura,TL,Fsrnt-Door-Asm,2013,(electric)
Acura,TL,Fsrnt-Door-Asm,2012,(electric)
Acura,TL,Fsrnt-Door-Asm,2011,(electric)
Acura,TL,Fsrnt-Door-Asm,2010,(electric)
Acura,TL,Fsrnt-Door-Asm,2009,(electric)
Acura,TL,Fsrnt-Door-Asm,2008,(electric)
Acura,TL,Fsrnt-Door-Asm,2007,(electric)
Acura,TL,Fsrnt-Door-Asm,2006,(electric)
Acura,TL,Fsrnt-Door-Asm,2005,(electric)
Acura,TL,Fsrnt-Door-Asm,2004,(electric)
Acura,TL,Fsrnt-Door-Asm,2003,(electric)
Acura,TL,Fsrnt-Door-Asm,2002,(electric)
Acura,TL,Fsrnt-Door-Asm,2001,(electric)
Acura,TL,Fsrnt-Door-Asm,2000,(electric)
Acura,TL,Fsrnt-Door-Asm,1999,(electric)
Acura,TL,Fsrnt-Door-Asm,1998,Left
Acura,TL,Fsrnt-Door-Asm,1998,Right
Acura,TL,Fsrnt-Door-Asm,1997,Left
Acura,TL,Fsrnt-Door-Asm,1997,Right
Acura,TL,Fsrnt-Door-Asm,1996,Left
Acura,TL,Fsrnt-Door-Asm,1996,Right
Acura,TL,Fsrnt-Door-Asm,1995,Left
Acura,TL,Fsrnt-Door-Asm,1995,Right
Acura,TL,Front-Door-Glass,2014,"Canada market"
Acura,TL,Front-Door-Glass,2014,"US market"
Acura,TL,Front-Door-Glass,2013,"Canada market"
Acura,TL,Front-Door-Glass,2013,"US market"
Acura,TL,Front-Door-Glass,2012,"Canada market"
Acura,TL,Front-Door-Glass,2012,"US market"
Acura,TL,Front-Door-Glass,2011,"Canada market"
Acura,TL,Front-Door-Glass,2011,"US market"
Acura,TL,Front-Door-Glass,2010,"Canada market"
Acura,TL,Front-Door-Glass,2010,"US market"
Acura,TL,Front-Door-Glass,2009,"Canada market"
Acura,TL,Front-Door-Glass,2009,"US market"
Acura,TL,Front-Door-Glass,2008,"Canada market"
Acura,TL,Front-Door-Glass,2008,"US market"
Acura,TL,Front-Door-Glass,2007,"Canada market"
Acura,TL,Front-Door-Glass,2007,"US market"
Acura,TL,Front-Door-Glass,2006,"Canada market"
Acura,TL,Front-Door-Glass,2006,"US market"
Acura,TL,Front-Door-Glass,2005,"Canada market"
Acura,TL,Front-Door-Glass,2005,"US market"
Acura,TL,Front-Door-Glass,2004,"Canada market"
Acura,TL,Front-Door-Glass,2004,"US market"
Acura,TL,Front-Door-Glass,2003,Left
Acura,TL,Front-Door-Glass,2003,Right
Acura,TL,Front-Door-Glass,2002,Left
Acura,TL,Front-Door-Glass,2002,Right
Acura,TL,Front-Door-Glass,2001,Left
Acura,TL,Front-Door-Glass,2001,Right
Acura,TL,Front-Door-Glass,2000,Left
Acura,TL,Front-Door-Glass,2000,Right
Acura,TL,Front-Door-Glass,1999,Left
Acura,TL,Front-Door-Glass,1999,Right
Acura,TL,Front-Door-Glass,1998,Left
Acura,TL,Front-Door-Glass,1998,Right
Acura,TL,Front-Door-Glass,1997,Left
Acura,TL,Front-Door-Glass,1997,Right
Acura,TL,Front-Door-Glass,1996,Left
Acura,TL,Front-Door-Glass,1996,Right
Acura,TL,Front-Door-Glass,1995,Left
Acura,TL,Front-Door-Glass,1995,Right
Acura,TL,Front-End-Assembly,2014,"Canada market"
Acura,TL,Front-End-Assembly,2014,"US market"
Acura,TL,Front-End-Assembly,2013,"Canada market"
Acura,TL,Front-End-Assembly,2013,"US market"
Acura,TL,Front-End-Assembly,2012,"3.5 Liter (FWD)"
Acura,TL,Front-End-Assembly,2012,"3.7 Liter (All wheel Drive)"
Acura,TL,Front-End-Assembly,2011,"3.5 Liter (FWD)"
Acura,TL,Front-End-Assembly,2011,"3.7 Liter (All wheel Drive)"
Acura,TL,Front-End-Assembly,2010,"3.5 Liter (FWD)"
Acura,TL,Front-End-Assembly,2010,"3.7 Liter (All wheel Drive)"
Acura,TL,Front-End-Assembly,2009,"3.5 Liter (FWD)"
Acura,TL,Front-End-Assembly,2009,"3.7 Liter (All wheel Drive)"
Acura,TL,Front-End-Assembly,2008,"3.2 Liter"
Acura,TL,Front-End-Assembly,2008,"3.5 Liter"
Acura,TL,Front-End-Assembly,2007,"3.2 Liter"
Acura,TL,Front-End-Assembly,2007,"3.5 Liter"
Acura,TL,Front-End-Assembly,2006,"(3.2 Liter)"
Acura,TL,Front-End-Assembly,2005,"(3.2 Liter)"
Acura,TL,Front-End-Assembly,2004,"(3.2 Liter)"
Acura,TL,Front-End-Assembly,2003,"(3.2 Liter)"
Acura,TL,Front-End-Assembly,2002,"(3.2 Liter)"
Acura,TL,Front-End-Assembly,2001,"(3.2 Liter)"
Acura,TL,Front-End-Assembly,2000,"(3.2 Liter)"
Acura,TL,Front-End-Assembly,1999,"(3.2 Liter)"
Acura,TL,Front-End-Assembly,1998,"2.5 Liter (5 cylinder)"
Acura,TL,Front-End-Assembly,1998,"3.2 Liter (6 cylinder)"
Acura,TL,Front-End-Assembly,1997,"2.5 Liter (5 cylinder)"
Acura,TL,Front-End-Assembly,1997,"3.2 Liter (6 cylinder)"
Acura,TL,Front-End-Assembly,1996,"2.5 Liter (5 cylinder)"
Acura,TL,Front-End-Assembly,1996,"3.2 Liter (6 cylinder)"
Acura,TL,Front-End-Assembly,1995,"(2.5 Liter, 5 cylinder)"
Acura,TL,Front-Fender,2014,Left
Acura,TL,Front-Fender,2014,Right
Acura,TL,Front-Fender,2013,Left
Acura,TL,Front-Fender,2013,Right
Acura,TL,Front-Fender,2012,Left
Acura,TL,Front-Fender,2012,Right
Acura,TL,Front-Fender,2011,Left
Acura,TL,Front-Fender,2011,Right
Acura,TL,Front-Fender,2010,Left
Acura,TL,Front-Fender,2010,Right
Acura,TL,Front-Fender,2009,Left
Acura,TL,Front-Fender,2009,Right
Acura,TL,Front-Fender,2008,Left
Acura,TL,Front-Fender,2008,Right
Acura,TL,Front-Fender,2007,Left
Acura,TL,Front-Fender,2007,Right
Acura,TL,Front-Fender,2006,Left
Acura,TL,Front-Fender,2006,Right
Acura,TL,Front-Fender,2005,Left
Acura,TL,Front-Fender,2005,Right
Acura,TL,Front-Fender,2004,Left
Acura,TL,Front-Fender,2004,Right
Acura,TL,Front-Fender,2003,"(3.2 Liter)"
Acura,TL,Front-Fender,2002,"(3.2 Liter)"
Acura,TL,Front-Fender,2001,"(3.2 Liter)"
Acura,TL,Front-Fender,2000,"(3.2 Liter)"
Acura,TL,Front-Fender,1999,"(3.2 Liter)"
Acura,TL,Front-Fender,1998,"2.5 Liter (5 cylinder)"
Acura,TL,Front-Fender,1998,"3.2 Liter (6 cylinder)"
Acura,TL,Front-Fender,1997,"2.5 Liter (5 cylinder)"
Acura,TL,Front-Fender,1997,"3.2 Liter (6 cylinder)"
Acura,TL,Front-Fender,1996,"2.5 Liter (5 cylinder)"
Acura,TL,Front-Fender,1996,"3.2 Liter (6 cylinder)"
Acura,TL,Front-Fender,1995,"(2.5 Liter)"
Acura,TL,Front-Side-Lamp,2014,Fog-Driving
Acura,TL,Front-Side-Lamp,2014,"Park Lamp-Turn Signal"
Acura,TL,Front-Side-Lamp,2013,Fog-Driving
Acura,TL,Front-Side-Lamp,2013,"Park Lamp-Turn Signal"
Acura,TL,Front-Side-Lamp,2012,Fog-Driving
Acura,TL,Front-Side-Lamp,2012,"Park Lamp-Turn Signal"
Acura,TL,Front-Side-Lamp,2011,Fog-Driving
Acura,TL,Front-Side-Lamp,2011,"Park Lamp-Turn Signal"
Acura,TL,Front-Side-Lamp,2010,Fog-Driving
Acura,TL,Front-Side-Lamp,2010,"Park Lamp-Turn Signal"
Acura,TL,Front-Side-Lamp,2009,Fog-Driving
Acura,TL,Front-Side-Lamp,2009,"Park Lamp-Turn Signal"
Acura,TL,Front-Side-Lamp,2008,Fog-Driving
Acura,TL,Front-Side-Lamp,2008,"Side Marker"
Acura,TL,Front-Side-Lamp,2007,Fog-Driving
Acura,TL,Front-Side-Lamp,2007,"Side Marker"
Acura,TL,Front-Side-Lamp,2006,"Side Marker"
Acura,TL,Front-Side-Lamp,2005,"Side Marker"
Acura,TL,Front-Side-Lamp,2004,"Side Marker"
Acura,TL,Front-Side-Lamp,2003,Fog-Driving
Acura,TL,Front-Side-Lamp,2002,Fog-Driving
Acura,TL,Front-Side-Lamp,2001,
Acura,TL,Front-Side-Lamp,2000,
Acura,TL,Front-Side-Lamp,1999,
Acura,TL,Front-Side-Lamp,1998,"Park Lamp-Turn Signal"
Acura,TL,Front-Side-Lamp,1997,"Park Lamp-Turn Signal"
Acura,TL,Front-Side-Lamp,1996,"Park Lamp-Turn Signal"
Acura,TL,Front-Side-Lamp,1995,"Park Lamp-Turn Signal"
Acura,TL,Front-Spoiler,2002,
Acura,TL,Front-Spoiler,2001,"(3.2 Liter)"
Acura,TL,Front-Spoiler,2000,"(3.2 Liter)"
Acura,TL,Front-Spoiler,1999,"(3.2 Liter)"
Acura,TL,Front-Window-Lifter,2014,(electric)
Acura,TL,Front-Window-Lifter,2013,(electric)
Acura,TL,Front-Window-Lifter,2012,(electric)
Acura,TL,Front-Window-Lifter,2011,(electric)
Acura,TL,Front-Window-Lifter,2010,(electric)
Acura,TL,Front-Window-Lifter,2009,(electric)
Acura,TL,Front-Window-Lifter,2008,(electric)
Acura,TL,Front-Window-Lifter,2007,(electric)
Acura,TL,Front-Window-Lifter,2006,(electric)
Acura,TL,Front-Window-Lifter,2005,(electric)
Acura,TL,Front-Window-Lifter,2004,(electric)
Acura,TL,Front-Window-Lifter,2003,(electric)
Acura,TL,Front-Window-Lifter,2002,(electric)
Acura,TL,Front-Window-Lifter,2001,(electric)
Acura,TL,Front-Window-Lifter,2000,(electric)
Acura,TL,Front-Window-Lifter,1999,(electric)
Acura,TL,Front-Window-Lifter,1998,Left
Acura,TL,Front-Window-Lifter,1998,Right
Acura,TL,Front-Window-Lifter,1997,Left
Acura,TL,Front-Window-Lifter,1997,Right
Acura,TL,Front-Window-Lifter,1996,Left
Acura,TL,Front-Window-Lifter,1996,Right
Acura,TL,Front-Window-Lifter,1995,Left
Acura,TL,Front-Window-Lifter,1995,Right
Acura,TL,Front-Wiper-Motor,2014,
Acura,TL,Front-Wiper-Motor,2013,
Acura,TL,Front-Wiper-Motor,2012,
Acura,TL,Front-Wiper-Motor,2011,
Acura,TL,Front-Wiper-Motor,2010,
Acura,TL,Front-Wiper-Motor,2009,
Acura,TL,Front-Wiper-Motor,2008,
Acura,TL,Front-Wiper-Motor,2007,
Acura,TL,Front-Wiper-Motor,2006,
Acura,TL,Front-Wiper-Motor,2005,
Acura,TL,Front-Wiper-Motor,2004,
Acura,TL,Front-Wiper-Motor,2003,
Acura,TL,Front-Wiper-Motor,2002,
Acura,TL,Front-Wiper-Motor,2001,
Acura,TL,Front-Wiper-Motor,2000,
Acura,TL,Front-Wiper-Motor,1999,
Acura,TL,Front-Wiper-Motor,1998,
Acura,TL,Front-Wiper-Motor,1997,
Acura,TL,Front-Wiper-Motor,1996,
Acura,TL,Front-Wiper-Motor,1995,
Acura,TL,Fuel-Injection-Parts,2014,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,2013,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,2012,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,2011,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,2010,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,2009,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,2008,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,2007,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,2006,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,2005,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,2004,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,2003,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,2003,"Fuel Pressure Regulator"
Acura,TL,Fuel-Injection-Parts,2002,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,2002,"Fuel Pressure Regulator"
Acura,TL,Fuel-Injection-Parts,2001,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,2001,"Fuel Pressure Regulator"
Acura,TL,Fuel-Injection-Parts,2000,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,2000,"Fuel Pressure Regulator"
Acura,TL,Fuel-Injection-Parts,1999,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,1999,"Fuel Pressure Regulator"
Acura,TL,Fuel-Injection-Parts,1998,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,1998,"Fuel Pressure Regulator"
Acura,TL,Fuel-Injection-Parts,1997,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,1997,"Fuel Pressure Regulator"
Acura,TL,Fuel-Injection-Parts,1996,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,1996,"Fuel Pressure Regulator"
Acura,TL,Fuel-Injection-Parts,1995,"Fuel Injector"
Acura,TL,Fuel-Injection-Parts,1995,"Fuel Pressure Regulator"
Acura,TL,Fuel-Pump,2014,"Pump Assembly"
Acura,TL,Fuel-Pump,2013,"Pump Assembly"
Acura,TL,Fuel-Pump,2012,"Pump Assembly"
Acura,TL,Fuel-Pump,2011,"Pump Assembly"
Acura,TL,Fuel-Pump,2010,"Pump Assembly"
Acura,TL,Fuel-Pump,2009,"Pump Assembly"
Acura,TL,Fuel-Pump,2008,"Pump Assembly"
Acura,TL,Fuel-Pump,2007,"Pump Assembly"
Acura,TL,Fuel-Pump,2006,"Pump Assembly"
Acura,TL,Fuel-Pump,2005,"Pump Assembly"
Acura,TL,Fuel-Pump,2004,"Pump Assembly"
Acura,TL,Fuel-Pump,2003,"Pump Assembly"
Acura,TL,Fuel-Pump,2003,"Pump Only"
Acura,TL,Fuel-Pump,2002,"Pump Assembly"
Acura,TL,Fuel-Pump,2002,"Pump Only"
Acura,TL,Fuel-Pump,2001,"Pump Assembly"
Acura,TL,Fuel-Pump,2001,"Pump Only"
Acura,TL,Fuel-Pump,2000,"Pump Assembly"
Acura,TL,Fuel-Pump,2000,"Pump Only"
Acura,TL,Fuel-Pump,1999,"Pump Assembly"
Acura,TL,Fuel-Pump,1999,"Pump Only"
Acura,TL,Fuel-Pump,1998,"Pump Only"
Acura,TL,Fuel-Pump,1997,"Pump Only"
Acura,TL,Fuel-Pump,1996,"Pump Only"
Acura,TL,Fuel-Pump,1995,"Pump Only"
Acura,TL,Fuel-Pump-Control-Module,2014,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,2014,Communication
Acura,TL,Fuel-Pump-Control-Module,2014,"Differential Lock"
Acura,TL,Fuel-Pump-Control-Module,2014,"Driver Assist"
Acura,TL,Fuel-Pump-Control-Module,2014,Lamps
Acura,TL,Fuel-Pump-Control-Module,2014,Memory
Acura,TL,Fuel-Pump-Control-Module,2014,Steering
Acura,TL,Fuel-Pump-Control-Module,2014,Suspension
Acura,TL,Fuel-Pump-Control-Module,2014,Temperature
Acura,TL,Fuel-Pump-Control-Module,2014,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,2013,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,2013,Communication
Acura,TL,Fuel-Pump-Control-Module,2013,"Differential Lock"
Acura,TL,Fuel-Pump-Control-Module,2013,"Driver Assist"
Acura,TL,Fuel-Pump-Control-Module,2013,Lamps
Acura,TL,Fuel-Pump-Control-Module,2013,Memory
Acura,TL,Fuel-Pump-Control-Module,2013,Steering
Acura,TL,Fuel-Pump-Control-Module,2013,Suspension
Acura,TL,Fuel-Pump-Control-Module,2013,Temperature
Acura,TL,Fuel-Pump-Control-Module,2013,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,2012,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,2012,Communication
Acura,TL,Fuel-Pump-Control-Module,2012,"Differential Lock"
Acura,TL,Fuel-Pump-Control-Module,2012,"Driver Assist"
Acura,TL,Fuel-Pump-Control-Module,2012,Lamps
Acura,TL,Fuel-Pump-Control-Module,2012,Memory
Acura,TL,Fuel-Pump-Control-Module,2012,Steering
Acura,TL,Fuel-Pump-Control-Module,2012,Suspension
Acura,TL,Fuel-Pump-Control-Module,2012,Temperature
Acura,TL,Fuel-Pump-Control-Module,2012,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,2011,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,2011,Communication
Acura,TL,Fuel-Pump-Control-Module,2011,"Differential Lock"
Acura,TL,Fuel-Pump-Control-Module,2011,"Driver Assist"
Acura,TL,Fuel-Pump-Control-Module,2011,Lamps
Acura,TL,Fuel-Pump-Control-Module,2011,Memory
Acura,TL,Fuel-Pump-Control-Module,2011,Steering
Acura,TL,Fuel-Pump-Control-Module,2011,Suspension
Acura,TL,Fuel-Pump-Control-Module,2011,Temperature
Acura,TL,Fuel-Pump-Control-Module,2011,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,2010,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,2010,Communication
Acura,TL,Fuel-Pump-Control-Module,2010,"Differential Lock"
Acura,TL,Fuel-Pump-Control-Module,2010,"Driver Assist"
Acura,TL,Fuel-Pump-Control-Module,2010,"Fuel Pump"
Acura,TL,Fuel-Pump-Control-Module,2010,Lamps
Acura,TL,Fuel-Pump-Control-Module,2010,Memory
Acura,TL,Fuel-Pump-Control-Module,2010,Steering
Acura,TL,Fuel-Pump-Control-Module,2010,Suspension
Acura,TL,Fuel-Pump-Control-Module,2010,Temperature
Acura,TL,Fuel-Pump-Control-Module,2010,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,2009,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,2009,Communication
Acura,TL,Fuel-Pump-Control-Module,2009,"Differential Lock"
Acura,TL,Fuel-Pump-Control-Module,2009,"Driver Assist"
Acura,TL,Fuel-Pump-Control-Module,2009,"Fuel Pump"
Acura,TL,Fuel-Pump-Control-Module,2009,Lamps
Acura,TL,Fuel-Pump-Control-Module,2009,Memory
Acura,TL,Fuel-Pump-Control-Module,2009,Steering
Acura,TL,Fuel-Pump-Control-Module,2009,Suspension
Acura,TL,Fuel-Pump-Control-Module,2009,Temperature
Acura,TL,Fuel-Pump-Control-Module,2009,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,2008,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,2008,"Driver Assist"
Acura,TL,Fuel-Pump-Control-Module,2008,"Fuel Pump"
Acura,TL,Fuel-Pump-Control-Module,2008,Lamps
Acura,TL,Fuel-Pump-Control-Module,2008,Memory
Acura,TL,Fuel-Pump-Control-Module,2008,Suspension
Acura,TL,Fuel-Pump-Control-Module,2008,Temperature
Acura,TL,Fuel-Pump-Control-Module,2008,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,2007,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,2007,"Driver Assist"
Acura,TL,Fuel-Pump-Control-Module,2007,"Fuel Pump"
Acura,TL,Fuel-Pump-Control-Module,2007,Lamps
Acura,TL,Fuel-Pump-Control-Module,2007,Memory
Acura,TL,Fuel-Pump-Control-Module,2007,Temperature
Acura,TL,Fuel-Pump-Control-Module,2007,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,2006,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,2006,Lamps
Acura,TL,Fuel-Pump-Control-Module,2006,Memory
Acura,TL,Fuel-Pump-Control-Module,2006,Temperature
Acura,TL,Fuel-Pump-Control-Module,2006,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,2005,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,2005,Lamps
Acura,TL,Fuel-Pump-Control-Module,2005,Memory
Acura,TL,Fuel-Pump-Control-Module,2005,Temperature
Acura,TL,Fuel-Pump-Control-Module,2005,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,2004,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,2004,Lamps
Acura,TL,Fuel-Pump-Control-Module,2004,Memory
Acura,TL,Fuel-Pump-Control-Module,2004,Temperature
Acura,TL,Fuel-Pump-Control-Module,2004,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,2003,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,2003,"Anti-Lock Brakes"
Acura,TL,Fuel-Pump-Control-Module,2003,"Cooling Fan"
Acura,TL,Fuel-Pump-Control-Module,2003,"Cruise Control"
Acura,TL,Fuel-Pump-Control-Module,2003,"Driver Assist"
Acura,TL,Fuel-Pump-Control-Module,2003,Lamps
Acura,TL,Fuel-Pump-Control-Module,2003,"Multiplex Network"
Acura,TL,Fuel-Pump-Control-Module,2003,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,2003,Window
Acura,TL,Fuel-Pump-Control-Module,2002,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,2002,"Anti-Lock Brakes"
Acura,TL,Fuel-Pump-Control-Module,2002,"Cooling Fan"
Acura,TL,Fuel-Pump-Control-Module,2002,"Cruise Control"
Acura,TL,Fuel-Pump-Control-Module,2002,Lamps
Acura,TL,Fuel-Pump-Control-Module,2002,"Multiplex Network"
Acura,TL,Fuel-Pump-Control-Module,2002,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,2002,Window
Acura,TL,Fuel-Pump-Control-Module,2001,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,2001,"Anti-Lock Brakes"
Acura,TL,Fuel-Pump-Control-Module,2001,"Cooling Fan"
Acura,TL,Fuel-Pump-Control-Module,2001,"Cruise Control"
Acura,TL,Fuel-Pump-Control-Module,2001,Lamps
Acura,TL,Fuel-Pump-Control-Module,2001,"Multiplex Network"
Acura,TL,Fuel-Pump-Control-Module,2000,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,2000,"Anti-Lock Brakes"
Acura,TL,Fuel-Pump-Control-Module,2000,"Cooling Fan"
Acura,TL,Fuel-Pump-Control-Module,2000,"Cruise Control"
Acura,TL,Fuel-Pump-Control-Module,2000,Lamps
Acura,TL,Fuel-Pump-Control-Module,2000,"Multiplex Network"
Acura,TL,Fuel-Pump-Control-Module,1999,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,1999,"Anti-Lock Brakes"
Acura,TL,Fuel-Pump-Control-Module,1999,"Cooling Fan"
Acura,TL,Fuel-Pump-Control-Module,1999,"Cruise Control"
Acura,TL,Fuel-Pump-Control-Module,1999,Lamps
Acura,TL,Fuel-Pump-Control-Module,1999,"Multiplex Network"
Acura,TL,Fuel-Pump-Control-Module,1998,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,1998,"Anti-Lock Brakes"
Acura,TL,Fuel-Pump-Control-Module,1998,"Cruise Control"
Acura,TL,Fuel-Pump-Control-Module,1998,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,1998,Transmission
Acura,TL,Fuel-Pump-Control-Module,1997,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,1997,"Anti-Lock Brakes"
Acura,TL,Fuel-Pump-Control-Module,1997,"Cruise Control"
Acura,TL,Fuel-Pump-Control-Module,1997,Multifunction
Acura,TL,Fuel-Pump-Control-Module,1997,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,1997,"Traction Control"
Acura,TL,Fuel-Pump-Control-Module,1997,Transmission
Acura,TL,Fuel-Pump-Control-Module,1996,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,1996,"Anti-Lock Brakes"
Acura,TL,Fuel-Pump-Control-Module,1996,"Cruise Control"
Acura,TL,Fuel-Pump-Control-Module,1996,Multifunction
Acura,TL,Fuel-Pump-Control-Module,1996,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,1996,"Traction Control"
Acura,TL,Fuel-Pump-Control-Module,1996,Transmission
Acura,TL,Fuel-Pump-Control-Module,1995,"Air Bag"
Acura,TL,Fuel-Pump-Control-Module,1995,"Anti-Lock Brakes"
Acura,TL,Fuel-Pump-Control-Module,1995,"Cruise Control"
Acura,TL,Fuel-Pump-Control-Module,1995,Multifunction
Acura,TL,Fuel-Pump-Control-Module,1995,Theft-Locking
Acura,TL,Fuel-Pump-Control-Module,1995,Transmission
Acura,TL,GPS-Screen,2014,"(display screen)"
Acura,TL,GPS-Screen,2013,"(display screen)"
Acura,TL,GPS-Screen,2012,"(display screen)"
Acura,TL,GPS-Screen,2011,"(display screen)"
Acura,TL,GPS-Screen,2010,"(display screen)"
Acura,TL,GPS-Screen,2009,"(display screen)"
Acura,TL,GPS-Screen,2008,"display screen"
Acura,TL,GPS-Screen,2008,player
Acura,TL,GPS-Screen,2007,"display screen"
Acura,TL,GPS-Screen,2007,player
Acura,TL,GPS-Screen,2006,"display screen"
Acura,TL,GPS-Screen,2005,"display screen"
Acura,TL,GPS-Screen,2004,"display screen"
Acura,TL,GPS-Screen,2003,(navigation)
Acura,TL,GPS-Screen,2002,(navigation)
Acura,TL,GPS-Screen,2001,(navigation)
Acura,TL,GPS-Screen,2000,(navigation)
Acura,TL,GPS-Screen,1999,(navigation)
Acura,TL,Grille,2014,
Acura,TL,Grille,2013,
Acura,TL,Grille,2012,
Acura,TL,Grille,2011,
Acura,TL,Grille,2010,
Acura,TL,Grille,2009,
Acura,TL,Grille,2008,"3.2 Liter"
Acura,TL,Grille,2008,"3.5 Liter"
Acura,TL,Grille,2007,"3.2 Liter"
Acura,TL,Grille,2007,"3.5 Liter"
Acura,TL,Grille,2006,"(3.2 Liter)"
Acura,TL,Grille,2005,"(3.2 Liter)"
Acura,TL,Grille,2004,"(3.2 Liter)"
Acura,TL,Grille,2003,"(3.2 Liter)"
Acura,TL,Grille,2002,"(3.2 Liter)"
Acura,TL,Grille,2001,"(3.2 Liter)"
Acura,TL,Grille,2000,"(3.2 Liter)"
Acura,TL,Grille,1999,"(3.2 Liter)"
Acura,TL,Grille,1998,"2.5 Liter"
Acura,TL,Grille,1998,"3.2 Liter"
Acura,TL,Grille,1997,"2.5 Liter"
Acura,TL,Grille,1997,"3.2 Liter"
Acura,TL,Grille,1996,"2.5 Liter"
Acura,TL,Grille,1996,"3.2 Liter"
Acura,TL,Grille,1995,"(2.5 Liter)"
Acura,TL,Harmonic-Balancer,2014,
Acura,TL,Harmonic-Balancer,2013,
Acura,TL,Harmonic-Balancer,2012,
Acura,TL,Harmonic-Balancer,2011,
Acura,TL,Harmonic-Balancer,2010,
Acura,TL,Harmonic-Balancer,2009,
Acura,TL,Harmonic-Balancer,2008,
Acura,TL,Harmonic-Balancer,2007,
Acura,TL,Harmonic-Balancer,2006,
Acura,TL,Harmonic-Balancer,2005,
Acura,TL,Harmonic-Balancer,2004,
Acura,TL,Harmonic-Balancer,2003,
Acura,TL,Harmonic-Balancer,2002,
Acura,TL,Harmonic-Balancer,2001,
Acura,TL,Harmonic-Balancer,2000,
Acura,TL,Harmonic-Balancer,1999,
Acura,TL,Harmonic-Balancer,1998,"2.5 Liter (5 cylinder)"
Acura,TL,Harmonic-Balancer,1998,"3.2 Liter (6 cylinder)"
